"","HINCP","RNTP","NP","BDSP","HHT_label","BLDG_AGE_dec"
"3609",98600,500,2,3,"Other family household: Male householder, no spouse present",5
"3610",10000,900,3,1,"Married couple household",5
"3611",10000,900,3,1,"Married couple household",5
"3612",10000,900,3,1,"Married couple household",5
"3613",59000,1100,2,1,"Nonfamily household: Female householder: Not living alone",3
"3614",59000,1100,2,1,"Nonfamily household: Female householder: Not living alone",3
"3615",32000,2000,1,2,"Nonfamily household: Male householder: Living alone",0
"3616",45580,1300,2,2,"Nonfamily household: Female householder: Not living alone",6
"3617",45580,1300,2,2,"Nonfamily household: Female householder: Not living alone",6
"3618",130000,1300,4,3,"Married couple household",2
"3619",130000,1300,4,3,"Married couple household",2
"3620",130000,1300,4,3,"Married couple household",2
"3621",130000,1300,4,3,"Married couple household",2
"3622",44600,1200,1,1,"Nonfamily household: Female householder: Living alone",4
"3623",33000,860,3,1,"Married couple household",4
"3624",33000,860,3,1,"Married couple household",4
"3625",33000,860,3,1,"Married couple household",4
"3626",76100,1500,2,2,"Nonfamily household: Male householder: Not living alone",1
"3627",76100,1500,2,2,"Nonfamily household: Male householder: Not living alone",1
"3628",41000,900,1,1,"Nonfamily household: Female householder: Living alone",3
"3629",50000,1400,1,2,"Nonfamily household: Male householder: Living alone",0
"3630",89680,2300,2,2,"Married couple household",2
"3631",89680,2300,2,2,"Married couple household",2
"3632",35000,1000,1,0,"Nonfamily household: Female householder: Living alone",1
"3633",17000,1000,1,0,"Nonfamily household: Male householder: Living alone",3
"3634",21500,750,1,2,"Nonfamily household: Male householder: Living alone",0
"3635",215000,2000,4,5,"Married couple household",0
"3636",215000,2000,4,5,"Married couple household",0
"3637",215000,2000,4,5,"Married couple household",0
"3638",215000,2000,4,5,"Married couple household",0
"3639",33000,1200,3,1,"Married couple household",3
"3640",33000,1200,3,1,"Married couple household",3
"3641",33000,1200,3,1,"Married couple household",3
"3642",23200,1000,1,1,"Nonfamily household: Male householder: Living alone",2
"3643",38000,980,1,1,"Nonfamily household: Female householder: Living alone",1
"3644",84000,1600,2,2,"Married couple household",4
"3645",84000,1600,2,2,"Married couple household",4
"3646",13700,280,1,1,"Nonfamily household: Female householder: Living alone",2
"3647",159400,1400,2,2,"Nonfamily household: Female householder: Not living alone",4
"3648",159400,1400,2,2,"Nonfamily household: Female householder: Not living alone",4
"3649",42000,1200,3,2,"Other family household: Female householder, no spouse present",3
"3650",42000,1200,3,2,"Other family household: Female householder, no spouse present",3
"3651",42000,1200,3,2,"Other family household: Female householder, no spouse present",3
"3652",43000,920,1,1,"Nonfamily household: Female householder: Living alone",2
"3653",76000,930,2,1,"Married couple household",2
"3654",76000,930,2,1,"Married couple household",2
"3655",29700,540,1,4,"Nonfamily household: Male householder: Living alone",0
"3656",76000,1600,3,4,"Married couple household",4
"3657",76000,1600,3,4,"Married couple household",4
"3658",76000,1600,3,4,"Married couple household",4
"3659",38700,1300,4,3,"Married couple household",4
"3660",38700,1300,4,3,"Married couple household",4
"3661",38700,1300,4,3,"Married couple household",4
"3662",38700,1300,4,3,"Married couple household",4
"3663",50000,1500,1,2,"Nonfamily household: Male householder: Living alone",4
"3664",67000,940,2,2,"Married couple household",4
"3665",67000,940,2,2,"Married couple household",4
"3666",19000,880,2,1,"Married couple household",3
"3667",19000,880,2,1,"Married couple household",3
"3668",18000,870,1,1,"Nonfamily household: Male householder: Living alone",1
"3669",57000,1200,7,4,"Married couple household",0
"3670",57000,1200,7,4,"Married couple household",0
"3671",57000,1200,7,4,"Married couple household",0
"3672",57000,1200,7,4,"Married couple household",0
"3673",57000,1200,7,4,"Married couple household",0
"3674",57000,1200,7,4,"Married couple household",0
"3675",57000,1200,7,4,"Married couple household",0
"3676",25000,880,1,0,"Nonfamily household: Male householder: Living alone",0
"3677",159000,1700,3,3,"Nonfamily household: Male householder: Not living alone",4
"3678",159000,1700,3,3,"Nonfamily household: Male householder: Not living alone",4
"3679",159000,1700,3,3,"Nonfamily household: Male householder: Not living alone",4
"3680",2000,650,1,0,"Nonfamily household: Male householder: Living alone",4
"3681",60000,2100,3,2,"Married couple household",2
"3682",60000,2100,3,2,"Married couple household",2
"3683",60000,2100,3,2,"Married couple household",2
"3684",1e+05,1100,1,1,"Nonfamily household: Female householder: Living alone",1
"3685",20000,950,2,2,"Other family household: Male householder, no spouse present",3
"3686",20000,950,2,2,"Other family household: Male householder, no spouse present",3
"3687",15900,770,3,0,"Other family household: Female householder, no spouse present",0
"3688",15900,770,3,0,"Other family household: Female householder, no spouse present",0
"3689",15900,770,3,0,"Other family household: Female householder, no spouse present",0
"3690",95000,1400,2,1,"Nonfamily household: Male householder: Not living alone",1
"3691",95000,1400,2,1,"Nonfamily household: Male householder: Not living alone",1
"3692",65000,1500,1,1,"Nonfamily household: Male householder: Living alone",0
"3693",77000,1000,2,1,"Married couple household",3
"3694",77000,1000,2,1,"Married couple household",3
"3695",20080,1300,2,2,"Nonfamily household: Male householder: Not living alone",4
"3696",20080,1300,2,2,"Nonfamily household: Male householder: Not living alone",4
"3697",126000,2300,3,2,"Nonfamily household: Female householder: Not living alone",6
"3698",126000,2300,3,2,"Nonfamily household: Female householder: Not living alone",6
"3699",126000,2300,3,2,"Nonfamily household: Female householder: Not living alone",6
"3700",2e+05,2000,4,3,"Nonfamily household: Female householder: Not living alone",3
"3701",2e+05,2000,4,3,"Nonfamily household: Female householder: Not living alone",3
"3702",2e+05,2000,4,3,"Nonfamily household: Female householder: Not living alone",3
"3703",2e+05,2000,4,3,"Nonfamily household: Female householder: Not living alone",3
"3704",56350,1300,3,2,"Married couple household",4
"3705",56350,1300,3,2,"Married couple household",4
"3706",56350,1300,3,2,"Married couple household",4
"3707",176900,1200,2,1,"Married couple household",0
"3708",176900,1200,2,1,"Married couple household",0
"3709",42500,800,2,1,"Nonfamily household: Female householder: Not living alone",2
"3710",42500,800,2,1,"Nonfamily household: Female householder: Not living alone",2
"3711",31000,820,1,0,"Nonfamily household: Male householder: Living alone",4
"3712",35400,1300,1,1,"Nonfamily household: Female householder: Living alone",5
"3713",18000,1500,2,2,"Nonfamily household: Female householder: Not living alone",2
"3714",18000,1500,2,2,"Nonfamily household: Female householder: Not living alone",2
"3715",41400,720,2,2,"Married couple household",1
"3716",41400,720,2,2,"Married couple household",1
"3717",5000,2400,2,4,"Nonfamily household: Male householder: Not living alone",8
"3718",5000,2400,2,4,"Nonfamily household: Male householder: Not living alone",8
"3719",26900,1200,4,2,"Married couple household",2
"3720",26900,1200,4,2,"Married couple household",2
"3721",26900,1200,4,2,"Married couple household",2
"3722",26900,1200,4,2,"Married couple household",2
"3723",35000,650,1,3,"Nonfamily household: Male householder: Living alone",1
"3724",44000,900,2,2,"Married couple household",3
"3725",44000,900,2,2,"Married couple household",3
"3726",28500,650,1,1,"Nonfamily household: Female householder: Living alone",1
"3727",38000,4,1,0,"Nonfamily household: Male householder: Living alone",2
"3728",115000,1500,1,0,"Nonfamily household: Male householder: Living alone",2
"3729",60000,800,4,3,"Married couple household",3
"3730",60000,800,4,3,"Married couple household",3
"3731",60000,800,4,3,"Married couple household",3
"3732",60000,800,4,3,"Married couple household",3
"3733",19580,2200,4,4,"Nonfamily household: Male householder: Not living alone",7
"3734",19580,2200,4,4,"Nonfamily household: Male householder: Not living alone",7
"3735",19580,2200,4,4,"Nonfamily household: Male householder: Not living alone",7
"3736",19580,2200,4,4,"Nonfamily household: Male householder: Not living alone",7
"3737",79000,840,4,4,"Other family household: Male householder, no spouse present",2
"3738",79000,840,4,4,"Other family household: Male householder, no spouse present",2
"3739",79000,840,4,4,"Other family household: Male householder, no spouse present",2
"3740",79000,840,4,4,"Other family household: Male householder, no spouse present",2
"3741",85000,1600,3,3,"Other family household: Female householder, no spouse present",0
"3742",85000,1600,3,3,"Other family household: Female householder, no spouse present",0
"3743",85000,1600,3,3,"Other family household: Female householder, no spouse present",0
"3744",35000,710,1,1,"Nonfamily household: Male householder: Living alone",4
"3745",35600,1200,1,1,"Nonfamily household: Female householder: Living alone",0
"3746",29200,1400,1,5,"Nonfamily household: Male householder: Living alone",0
"3747",21000,1600,2,2,"Nonfamily household: Female householder: Not living alone",4
"3748",21000,1600,2,2,"Nonfamily household: Female householder: Not living alone",4
"3749",89300,1400,1,1,"Nonfamily household: Male householder: Living alone",0
"3750",33000,1100,1,2,"Nonfamily household: Male householder: Living alone",4
"3751",63000,1100,1,1,"Nonfamily household: Female householder: Living alone",4
"3752",35000,1200,1,2,"Nonfamily household: Female householder: Living alone",5
"3753",106000,1200,2,2,"Nonfamily household: Female householder: Not living alone",4
"3754",106000,1200,2,2,"Nonfamily household: Female householder: Not living alone",4
"3755",52500,800,3,2,"Nonfamily household: Male householder: Not living alone",3
"3756",52500,800,3,2,"Nonfamily household: Male householder: Not living alone",3
"3757",52500,800,3,2,"Nonfamily household: Male householder: Not living alone",3
"3758",41900,1200,1,1,"Nonfamily household: Female householder: Living alone",1
"3759",15000,910,1,0,"Nonfamily household: Male householder: Living alone",3
"3760",25200,1200,1,1,"Nonfamily household: Female householder: Living alone",3
"3761",46900,1100,3,2,"Other family household: Female householder, no spouse present",3
"3762",46900,1100,3,2,"Other family household: Female householder, no spouse present",3
"3763",46900,1100,3,2,"Other family household: Female householder, no spouse present",3
"3764",24000,980,1,1,"Nonfamily household: Female householder: Living alone",3
"3765",48100,1000,1,0,"Nonfamily household: Female householder: Living alone",4
"3766",48880,1200,1,2,"Nonfamily household: Female householder: Living alone",1
"3767",73000,1400,2,1,"Nonfamily household: Male householder: Not living alone",0
"3768",73000,1400,2,1,"Nonfamily household: Male householder: Not living alone",0
"3769",18450,1500,3,2,"Other family household: Female householder, no spouse present",0
"3770",18450,1500,3,2,"Other family household: Female householder, no spouse present",0
"3771",18450,1500,3,2,"Other family household: Female householder, no spouse present",0
"3772",40000,950,1,1,"Nonfamily household: Female householder: Living alone",3
"3773",41000,1000,1,1,"Nonfamily household: Female householder: Living alone",1
"3774",259600,1900,2,2,"Other family household: Female householder, no spouse present",1
"3775",259600,1900,2,2,"Other family household: Female householder, no spouse present",1
"3776",106000,2400,2,2,"Nonfamily household: Male householder: Not living alone",4
"3777",106000,2400,2,2,"Nonfamily household: Male householder: Not living alone",4
"3778",118000,1600,2,2,"Married couple household",2
"3779",118000,1600,2,2,"Married couple household",2
"3780",418000,470,4,4,"Married couple household",1
"3781",418000,470,4,4,"Married couple household",1
"3782",418000,470,4,4,"Married couple household",1
"3783",418000,470,4,4,"Married couple household",1
"3784",119000,1200,2,2,"Nonfamily household: Male householder: Not living alone",3
